Sample_ID,Batch_Code,Product_Name,Test_Date,Moisture_Content_%,Fat_Content_%,Protein_Content_%,Water_Activity_Aw,Acid_Insoluble_Ash_%,Acid_Value_mgKOHg,Peroxide_Value,Total_Plate_Count_CFUg,Yeast_Mold_Count_CFUg,Lead_Pb_mgkg,Cadmium_Cd_mgkg,Failure_Category,Historical_Status
SPL-2026-0298,B-260101-4,Cracker Plain,2026-01-01,5.87,13.55,7.87,0.788,0.078,1.91,1.36,23851,7329,0.045,0.133,Physicochemical,Fail
SPL-2026-0668,B-260101-8,Wafer Vanilla,2026-01-01,3.08,16.93,8.7,0.539,0.033,0.57,1.04,1844,669,0.086,0.004,None,Pass
SPL-2026-0327,B-260102-3,Marie Biscuit,2026-01-02,4.71,16.85,4.39,0.674,0.001,0.63,0.99,5217,1163,0.181,,Heavy_Metal,Fail
SPL-2026-0703,B-260104-2,Marie Biscuit,2026-01-04,4.9,19.87,9.09,0.708,0.079,1.2,1.37,6603,759,0.293,0.008,None,Pass
SPL-2026-0696,B-260104-3,Marie Biscuit,2026-01-04,4.2,,5.1,0.605,0.007,1.1,0.99,2256,742,0.05,0.003,None,Pass
SPL-2026-0510,B-260104-1,Marie Biscuit,2026-01-04,4.4,,7.04,0.645,0.06,1.08,1.07,1247,1143,0.1,0.012,None,Pass
SPL-2026-0973,B-260104-5,Cracker Plain,2026-01-04,2.58,19.85,4.76,0.472,0.001,1.43,,3682,172,0.265,0.18,None,Pass
SPL-2026-0780,B-260105-1,Cookies Choco Chip,2026-01-05,3.3,20.24,6.2,0.512,0.195,1.63,0.96,7993,756,0.088,0.043,Physicochemical,Fail
SPL-2026-0547,B-260107-7,Cracker Plain,2026-01-07,3.51,16.89,3.86,,0.001,,0.19,7563,641,0.141,0.313,Heavy_Metal,Fail
SPL-2026-0062,B-260107-5,Cookies Choco Chip,2026-01-07,0.85,18.14,7.01,0.38,0.044,1.59,,5299,2190,0.086,0.003,None,Pass
SPL-2026-0149,B-260108-7,Cookies Choco Chip,2026-01-08,3.38,20.75,,0.579,0.087,0.68,0.8,11309,158,0.044,0.011,None,Pass
SPL-2026-0183,B-260109-5,Cracker Plain,2026-01-09,1.19,17.68,7.91,0.328,,0.42,0.37,1247,199,0.094,0.117,None,Pass
SPL-2026-0614,B-260110-5,Sandwich Biscuit,2026-01-10,3.34,22.96,6.06,0.574,,1.7,2.17,1099,447,,0.016,None,Pass
SPL-2026-0472,B-260113-1,Cookies Choco Chip,2026-01-13,3.2,,5.04,,0.006,1.09,1.37,9206,655,0.377,0.046,None,Pass
SPL-2026-0303,B-260113-5,Butter Biscuit,2026-01-13,2.97,19.06,6.98,0.501,0.034,,1.63,963,876,0.01,0.044,None,Pass
SPL-2026-0733,B-260113-8,Wafer Vanilla,2026-01-13,2.6,20.02,7.02,0.487,,0.49,0.5,269,334,0.193,0.004,None,Pass
SPL-2026-0348,B-260114-7,Wafer Vanilla,2026-01-14,3.6,18.56,5.53,0.516,,1.43,1.3,24614,415,0.114,0.017,None,Pass
SPL-2026-0194,B-260115-2,Sandwich Biscuit,2026-01-15,3.21,20.52,5.78,0.514,0.028,1.26,1.38,1094,360,0.046,0.041,None,Pass
SPL-2026-0595,B-260115-3,Sandwich Biscuit,2026-01-15,3.97,20.0,,0.593,0.001,0.05,0.47,44636,402,0.212,0.026,None,Pass
SPL-2026-0064,B-260116-6,Wafer Vanilla,2026-01-16,3.41,,6.62,0.503,0.109,1.06,0.85,1480,136,0.135,0.051,Physicochemical,Fail
SPL-2026-0041,B-260117-3,Marie Biscuit,2026-01-17,3.03,17.15,4.12,0.54,0.007,1.79,0.71,309,521,,0.009,Physicochemical,Fail
SPL-2026-0539,B-260117-5,Cracker Plain,2026-01-17,3.07,15.73,6.58,0.551,0.106,1.24,1.23,814,485,0.076,0.002,Physicochemical,Fail
SPL-2026-0045,B-260118-3,Butter Biscuit,2026-01-18,3.39,18.57,5.38,0.591,0.074,1.54,1.07,688,1243,0.001,0.182,None,Pass
SPL-2026-0600,B-260118-4,Cracker Filled,2026-01-18,2.51,17.66,6.56,0.466,0.035,1.58,1.21,10242,668,0.177,0.053,None,Pass
SPL-2026-0894,B-260119-8,Wafer Vanilla,2026-01-19,3.8,12.87,5.18,0.568,0.029,1.06,0.77,2415,471,0.047,0.071,None,Pass
SPL-2026-0317,B-260119-1,Cookies Choco Chip,2026-01-19,2.25,14.83,5.14,0.469,0.022,0.92,0.57,3892,205,0.171,0.019,None,Pass
SPL-2026-0522,B-260120-1,Marie Biscuit,2026-01-20,3.04,17.11,6.81,0.57,0.037,0.75,,5272,949,0.132,0.114,None,Pass
SPL-2026-0077,B-260120-4,Sandwich Biscuit,2026-01-20,4.35,21.28,5.04,0.615,0.03,0.41,0.76,1063,4676,0.433,0.004,None,Pass
SPL-2026-0197,B-260121-3,Sandwich Biscuit,2026-01-21,3.99,17.19,,0.617,0.005,0.87,0.78,1503,671,0.117,0.113,None,Pass
SPL-2026-0276,B-260121-4,Cracker Plain,2026-01-21,4.51,16.44,6.49,0.644,0.1,1.97,1.96,9596,282,0.24,0.016,None,Pass
SPL-2026-0332,B-260123-7,Sandwich Biscuit,2026-01-23,3.59,23.42,2.5,0.57,0.058,1.25,1.09,545,693,0.198,0.115,Physicochemical,Fail
SPL-2026-0675,B-260123-8,Cracker Filled,2026-01-23,2.8,14.32,5.64,0.486,0.07,2.34,,276,540,0.282,0.012,Stability,Fail
SPL-2026-0750,B-260124-8,Marie Biscuit,2026-01-24,3.17,16.8,4.36,0.518,0.019,,0.89,165,259,0.141,0.085,Physicochemical,Fail
SPL-2026-0903,B-260124-7,Marie Biscuit,2026-01-24,3.25,16.71,9.58,0.549,0.029,1.67,1.22,1081,1824,0.067,0.027,None,Pass
SPL-2026-0641,B-260125-2,Cracker Filled,2026-01-25,3.86,,5.1,0.567,0.01,0.29,0.52,1118,934,,0.091,None,Pass
SPL-2026-0208,B-260125-7,Wafer Vanilla,2026-01-25,3.6,14.15,7.77,0.566,0.05,0.9,1.26,32670,637,0.329,0.051,None,Pass
SPL-2026-0119,B-260126-5,Marie Biscuit,2026-01-26,1.39,19.95,5.74,,0.161,1.29,1.17,5385,545,0.091,0.021,Physicochemical,Fail
SPL-2026-0670,B-260127-8,Butter Biscuit,2026-01-27,4.67,14.58,6.63,0.681,,0.98,0.7,45075,3010,0.043,0.046,None,Pass
SPL-2026-0137,B-260127-5,Cracker Filled,2026-01-27,3.92,16.5,5.92,0.64,0.14,0.91,0.56,2985,224,0.66,0.079,Heavy_Metal,Fail
SPL-2026-0598,B-260127-6,Cookies Choco Chip,2026-01-27,,20.5,5.88,0.397,0.033,1.85,2.04,584,23,0.474,0.002,None,Pass
SPL-2026-0785,B-260128-8,Cracker Plain,2026-01-28,4.09,18.78,8.19,0.633,,1.26,1.01,2963,8404,0.124,0.163,None,Pass
SPL-2026-0879,B-260128-7,Cracker Plain,2026-01-28,4.65,18.1,7.0,0.636,0.043,0.43,1.19,1204,225,0.038,0.038,None,Pass
SPL-2026-0033,B-260130-1,Butter Biscuit,2026-01-30,2.98,17.01,5.32,0.541,,0.97,,2876,4901,0.032,0.058,Physicochemical,Fail
SPL-2026-0724,B-260130-4,Butter Biscuit,2026-01-30,2.6,26.25,11.29,0.501,,1.19,1.07,840,289,0.128,0.013,None,Pass
SPL-2026-0218,B-260131-8,Butter Biscuit,2026-01-31,3.96,20.14,7.78,0.622,0.054,1.32,1.05,1701,1898,0.383,0.006,None,Pass
SPL-2026-0009,B-260201-7,Marie Biscuit,2026-02-01,2.17,22.97,10.38,0.465,0.006,1.85,1.79,1246,603,0.037,0.02,None,Pass
SPL-2026-0860,B-260201-4,Cookies Choco Chip,2026-02-01,3.33,28.58,6.91,0.573,0.013,0.05,0.67,2891,1307,0.01,0.044,None,Pass
SPL-2026-0349,B-260201-2,Marie Biscuit,2026-02-01,3.64,17.65,5.59,0.586,0.037,0.78,1.0,2935,145,0.124,0.001,None,Pass
SPL-2026-0714,B-260201-5,Cookies Choco Chip,2026-02-01,2.38,15.39,4.97,0.466,0.163,1.82,1.66,709,122,0.069,0.086,Physicochemical,Fail
SPL-2026-0232,B-260201-1,Cookies Choco Chip,2026-02-01,2.03,17.7,,0.402,0.053,0.32,0.19,500,46,0.137,0.092,None,Pass
SPL-2026-0573,B-260201-6,Marie Biscuit,2026-02-01,4.26,20.06,8.5,0.596,0.021,0.8,0.95,3150,641,0.118,0.053,None,Pass
SPL-2026-0002,B-260202-1,Cookies Choco Chip,2026-02-02,2.88,13.06,6.41,,0.001,0.8,1.25,979,306,,0.021,None,Pass
SPL-2026-0591,B-260202-1,Cookies Choco Chip,2026-02-02,4.37,21.11,7.17,,0.011,,1.91,1677,403,0.031,0.038,None,Pass
SPL-2026-0602,B-260203-2,Cookies Choco Chip,2026-02-03,5.32,21.72,7.78,0.735,0.083,1.38,1.68,146,22581,0.017,0.056,Microbiological,Fail
SPL-2026-0282,B-260204-3,Cracker Plain,2026-02-04,5.08,15.35,6.32,0.726,0.033,0.55,0.05,3313,1416,0.257,0.048,Physicochemical,Fail
SPL-2026-0449,B-260204-7,Cracker Plain,2026-02-04,3.13,14.36,5.68,0.496,0.005,2.24,,1143,630,0.009,0.15,Stability,Fail
SPL-2026-0281,B-260204-7,Marie Biscuit,2026-02-04,3.21,,6.07,0.513,0.071,1.75,1.65,15781,1430,0.643,0.036,Heavy_Metal,Fail
SPL-2026-0861,B-260204-2,Wafer Vanilla,2026-02-04,4.02,15.49,7.61,0.564,0.086,0.35,0.56,1982,1595,0.053,0.045,None,Pass
SPL-2026-0394,B-260205-2,Cracker Filled,2026-02-05,4.27,16.78,3.68,0.642,0.115,0.76,0.72,109,716,0.044,0.051,Physicochemical,Fail
SPL-2026-0966,B-260205-5,Cracker Filled,2026-02-05,4.73,20.55,5.5,0.687,0.065,1.3,1.19,14918,7368,0.052,0.011,None,Pass
SPL-2026-0722,B-260205-6,Wafer Vanilla,2026-02-05,3.83,18.28,6.37,,0.071,0.76,1.0,1180,480,0.098,0.089,None,Pass
SPL-2026-0139,B-260206-5,Sandwich Biscuit,2026-02-06,5.18,11.79,8.39,0.659,0.016,1.63,,25071,9285,0.379,0.144,Physicochemical,Fail
SPL-2026-0742,B-260206-1,Cookies Choco Chip,2026-02-06,3.42,11.04,5.73,0.593,0.008,1.23,1.31,445,446,0.061,0.01,None,Pass
SPL-2026-0513,B-260206-8,Cookies Choco Chip,2026-02-06,3.7,,8.08,0.582,,0.85,1.14,31289,1041,0.11,0.116,None,Pass
SPL-2026-0036,B-260206-7,Butter Biscuit,2026-02-06,2.5,17.85,4.3,0.541,0.006,,0.89,6390,1361,0.031,0.018,Physicochemical,Fail
SPL-2026-0845,B-260206-4,Butter Biscuit,2026-02-06,3.97,,8.92,0.7,0.023,0.76,1.04,3913,452,0.252,0.096,None,Pass
SPL-2026-0899,B-260208-7,Butter Biscuit,2026-02-08,4.81,,5.81,0.652,0.045,1.35,1.24,838,1960,0.724,0.123,Heavy_Metal,Fail
SPL-2026-0234,B-260209-2,Cookies Choco Chip,2026-02-09,3.07,13.37,5.31,0.515,0.096,0.68,1.09,829,239,0.041,0.021,None,Pass
SPL-2026-0667,B-260210-2,Cracker Plain,2026-02-10,5.81,21.54,7.27,0.771,0.011,0.59,1.22,5664,3928,0.098,0.037,Physicochemical,Fail
SPL-2026-0984,B-260210-7,Cracker Filled,2026-02-10,4.34,14.43,6.42,0.629,0.028,0.9,1.19,23108,1951,0.081,0.032,None,Pass
SPL-2026-0790,B-260211-7,Butter Biscuit,2026-02-11,4.77,23.13,5.1,0.684,0.033,0.52,0.48,23248,1039,0.084,0.001,None,Pass
SPL-2026-0065,B-260211-5,Sandwich Biscuit,2026-02-11,3.18,14.78,8.16,0.593,0.072,1.57,1.86,1858,297,0.252,0.062,None,Pass
SPL-2026-0378,B-260211-2,Cookies Choco Chip,2026-02-11,3.34,17.52,4.87,0.558,0.127,1.76,1.55,52272,294,0.053,0.034,Physicochemical,Fail
SPL-2026-0995,B-260212-7,Cracker Plain,2026-02-12,3.19,20.06,5.34,0.581,0.001,1.21,1.24,717,1690,0.116,0.139,None,Pass
SPL-2026-0098,B-260212-7,Cracker Filled,2026-02-12,4.37,19.43,7.24,0.669,0.042,0.77,0.69,1957,1940,0.011,0.041,None,Pass
SPL-2026-0073,B-260213-4,Cracker Plain,2026-02-13,4.58,22.57,9.37,0.67,0.055,1.91,2.09,18103,2164,0.098,0.029,None,Pass
SPL-2026-0674,B-260214-2,Butter Biscuit,2026-02-14,3.92,17.75,4.31,0.584,,0.8,1.11,3360,54,0.15,0.015,Physicochemical,Fail
SPL-2026-0301,B-260215-3,Sandwich Biscuit,2026-02-15,2.42,16.45,6.79,0.447,0.082,0.77,0.53,1597,135,0.006,0.005,None,Pass
SPL-2026-0868,B-260215-2,Cookies Choco Chip,2026-02-15,5.07,19.65,5.2,0.708,0.093,0.45,0.4,5962,286,0.045,0.007,Physicochemical,Fail
SPL-2026-0134,B-260216-4,Cracker Plain,2026-02-16,2.87,19.57,6.03,0.53,0.004,0.68,0.79,12486,159,0.048,0.129,None,Pass
SPL-2026-0204,B-260216-3,Cracker Filled,2026-02-16,5.4,19.1,,0.693,0.069,0.62,0.58,9844,1557,0.348,0.064,Physicochemical,Fail
SPL-2026-0275,B-260216-2,Sandwich Biscuit,2026-02-16,3.08,18.25,5.88,,,1.37,0.88,313,681,0.12,0.014,None,Pass
SPL-2026-0822,B-260217-7,Cracker Filled,2026-02-17,3.61,9.11,7.11,0.598,,1.6,1.23,4261,110,0.038,0.212,Heavy_Metal,Fail
SPL-2026-0671,B-260217-7,Wafer Vanilla,2026-02-17,3.7,21.56,5.0,0.603,,1.12,1.0,1681,163,0.154,0.013,None,Pass
SPL-2026-0148,B-260220-8,Marie Biscuit,2026-02-20,3.8,23.14,8.58,0.586,0.073,1.39,1.88,2531,670,0.017,0.045,None,Pass
SPL-2026-0775,B-260220-5,Cookies Choco Chip,2026-02-20,2.68,22.3,5.5,0.476,0.055,1.69,1.31,1672,203,0.424,0.014,None,Pass
SPL-2026-0691,B-260221-6,Wafer Vanilla,2026-02-21,3.54,16.61,9.1,0.576,0.02,1.32,1.13,403,199,0.266,0.011,None,Pass
SPL-2026-0061,B-260221-8,Wafer Vanilla,2026-02-21,2.33,15.45,4.81,0.453,0.022,1.39,1.37,1596,132,0.083,,None,Pass
SPL-2026-0058,B-260221-6,Marie Biscuit,2026-02-21,4.91,17.79,6.24,0.735,0.041,1.23,1.29,4340,863,0.066,0.07,None,Pass
SPL-2026-0278,B-260222-1,Cookies Choco Chip,2026-02-22,3.41,23.41,7.94,0.55,0.005,0.73,0.83,224,723,0.043,0.002,None,Pass
SPL-2026-0825,B-260222-5,Cracker Filled,2026-02-22,4.06,16.56,6.98,0.593,0.024,1.28,1.47,543,831,0.074,0.066,None,Pass
SPL-2026-0558,B-260222-7,Wafer Vanilla,2026-02-22,2.94,21.39,5.68,0.546,0.055,0.59,1.3,4901,1438,0.066,0.008,None,Pass
SPL-2026-0870,B-260222-2,Butter Biscuit,2026-02-22,4.6,11.8,7.39,0.656,0.069,0.97,0.57,5139,211,0.11,0.003,None,Pass
SPL-2026-0339,B-260223-1,Marie Biscuit,2026-02-23,3.04,20.94,5.78,0.54,0.03,1.87,1.21,1888,851,0.568,0.012,Heavy_Metal,Fail
SPL-2026-0469,B-260224-1,Marie Biscuit,2026-02-24,4.47,12.98,8.89,0.611,0.055,1.06,1.65,2580,7459,0.095,0.177,None,Pass
SPL-2026-0611,B-260224-8,Cookies Choco Chip,2026-02-24,3.26,17.23,5.73,0.569,0.005,1.52,1.56,3832,399,0.172,0.001,None,Pass
SPL-2026-0242,B-260224-6,Cracker Filled,2026-02-24,3.11,14.88,5.72,0.496,0.013,0.24,0.05,2127,249,0.134,0.034,None,Pass
SPL-2026-0914,B-260224-2,Wafer Vanilla,2026-02-24,5.19,24.2,5.5,0.7,0.021,0.95,0.91,2124,2157,0.107,0.045,Physicochemical,Fail
SPL-2026-0441,B-260225-3,Wafer Vanilla,2026-02-25,3.05,20.25,3.17,0.507,0.047,1.77,1.76,7733,651,0.254,0.249,Heavy_Metal,Fail
SPL-2026-0731,B-260225-8,Cookies Choco Chip,2026-02-25,4.33,21.51,6.67,0.597,0.049,0.45,1.26,3426,571,0.011,0.048,None,Pass
SPL-2026-0313,B-260225-5,Butter Biscuit,2026-02-25,2.3,19.47,,0.45,0.011,0.87,1.29,794,50,0.136,0.075,None,Pass
SPL-2026-0498,B-260226-8,Sandwich Biscuit,2026-02-26,2.4,21.44,3.1,0.469,0.03,0.64,1.02,75,592,0.02,0.152,Physicochemical,Fail
SPL-2026-0212,B-260227-7,Cookies Choco Chip,2026-02-27,2.0,19.84,5.79,0.473,0.123,0.37,0.98,3630,210,0.065,0.098,Physicochemical,Fail
SPL-2026-0726,B-260227-5,Butter Biscuit,2026-02-27,3.62,19.35,,0.535,0.023,0.67,1.42,2473,100,0.124,0.016,None,Pass
SPL-2026-0416,B-260228-4,Cracker Filled,2026-02-28,1.77,19.41,5.79,0.342,0.047,0.53,0.58,4015,2316,0.071,0.01,None,Pass
SPL-2026-0430,B-260302-3,Cookies Choco Chip,2026-03-02,4.14,15.46,8.39,0.613,0.152,0.4,0.64,3496,1242,0.397,0.046,Physicochemical,Fail
SPL-2026-0461,B-260303-3,Cookies Choco Chip,2026-03-03,2.51,19.13,5.96,0.454,0.004,0.23,0.93,1501,119,0.264,0.009,None,Pass
SPL-2026-0414,B-260304-5,Butter Biscuit,2026-03-04,2.41,13.76,4.58,0.41,0.099,0.29,0.57,119,111,0.098,0.004,None,Pass
SPL-2026-0133,B-260305-5,Butter Biscuit,2026-03-05,3.43,24.3,6.88,0.572,0.126,1.73,1.29,9410,389,0.105,0.048,Physicochemical,Fail
SPL-2026-0986,B-260305-6,Cracker Filled,2026-03-05,6.2,,5.37,0.798,0.006,1.08,,3314,819,0.463,0.019,Physicochemical,Fail
SPL-2026-0617,B-260305-8,Marie Biscuit,2026-03-05,,8.86,7.16,0.571,0.057,0.72,,1614,875,0.001,0.067,None,Pass
SPL-2026-0254,B-260305-5,Sandwich Biscuit,2026-03-05,3.49,18.28,5.09,,0.003,0.46,0.42,1819,499,0.037,0.061,None,Pass
SPL-2026-0980,B-260306-4,Cracker Plain,2026-03-06,3.47,14.63,7.27,0.62,0.012,0.49,,1032,8780,0.095,0.033,None,Pass
SPL-2026-0684,B-260306-7,Wafer Vanilla,2026-03-06,3.99,16.67,8.23,0.617,0.021,0.87,0.47,2091,379,0.024,0.071,None,Pass
SPL-2026-0736,B-260307-2,Cracker Filled,2026-03-07,1.74,15.05,8.0,0.439,0.066,0.66,0.85,4233,117,0.529,0.035,Heavy_Metal,Fail
SPL-2026-0578,B-260308-4,Cracker Plain,2026-03-08,4.6,17.94,5.27,0.661,0.021,1.6,1.46,2285,1255,0.05,0.121,None,Pass
SPL-2026-0012,B-260308-4,Wafer Vanilla,2026-03-08,4.73,16.94,5.3,0.662,0.072,1.08,0.83,41930,229,0.43,0.054,None,Pass
SPL-2026-0284,B-260309-7,Cracker Plain,2026-03-09,2.29,20.21,6.37,0.403,0.009,1.31,0.32,3943,71,0.055,0.116,None,Pass
SPL-2026-0087,B-260309-6,Butter Biscuit,2026-03-09,1.82,23.62,2.5,0.404,0.007,1.98,1.51,488,1240,0.048,0.015,Physicochemical,Fail
SPL-2026-0199,B-260310-5,Sandwich Biscuit,2026-03-10,4.35,14.83,5.51,0.636,0.051,0.05,0.51,798,7830,0.112,0.018,None,Pass
SPL-2026-0260,B-260310-8,Cracker Filled,2026-03-10,2.26,18.98,6.75,0.421,0.008,1.84,1.05,20924,283,0.018,0.115,None,Pass
SPL-2026-0749,B-260311-4,Sandwich Biscuit,2026-03-11,4.21,,5.87,0.66,0.108,1.06,1.48,906,1277,0.134,0.115,Physicochemical,Fail
SPL-2026-0001,B-260313-8,Butter Biscuit,2026-03-13,4.56,18.36,7.11,0.623,0.026,1.54,1.27,2065,1630,0.161,0.118,None,Pass
SPL-2026-0219,B-260313-3,Cracker Plain,2026-03-13,2.87,15.6,5.0,0.455,0.078,1.95,1.31,3382,1365,0.05,0.017,None,Pass
SPL-2026-0334,B-260313-7,Cookies Choco Chip,2026-03-13,3.3,20.53,6.35,0.531,,1.06,,1362,97,0.045,0.045,None,Pass
SPL-2026-0574,B-260316-4,Butter Biscuit,2026-03-16,3.2,20.08,6.42,0.549,0.057,0.77,1.16,3140,1085,0.131,0.017,None,Pass
SPL-2026-0426,B-260316-5,Marie Biscuit,2026-03-16,3.87,18.2,5.94,0.607,0.016,0.93,0.74,1267,331,0.242,0.032,None,Pass
SPL-2026-0843,B-260317-7,Wafer Vanilla,2026-03-17,0.84,15.47,8.08,0.354,0.071,0.91,,30,208,0.336,0.002,None,Pass
SPL-2026-0535,B-260317-7,Cracker Filled,2026-03-17,3.69,20.11,7.19,0.567,0.126,1.62,1.19,916,327,0.412,0.145,Physicochemical,Fail
SPL-2026-0964,B-260318-1,Marie Biscuit,2026-03-18,3.16,15.57,6.44,0.505,0.011,1.09,1.03,1563,254,,0.063,None,Pass
SPL-2026-0965,B-260318-6,Wafer Vanilla,2026-03-18,3.7,14.49,7.64,0.668,,0.17,0.69,13145,598,0.089,0.027,None,Pass
SPL-2026-0025,B-260320-1,Cookies Choco Chip,2026-03-20,4.38,21.06,6.59,0.641,0.01,0.72,0.95,59962,6237,0.575,0.019,Heavy_Metal,Fail
SPL-2026-0231,B-260320-6,Cracker Plain,2026-03-20,,20.51,8.27,0.487,0.006,1.27,1.0,6896,810,,0.016,None,Pass
SPL-2026-0264,B-260321-5,Wafer Vanilla,2026-03-21,5.52,21.19,5.93,0.752,0.033,1.28,1.06,1261,6304,0.041,0.001,Physicochemical,Fail
SPL-2026-0587,B-260321-3,Cracker Filled,2026-03-21,4.26,17.42,7.95,0.648,0.017,1.39,0.89,1105,1957,0.087,0.154,None,Pass
SPL-2026-0923,B-260322-1,Cracker Plain,2026-03-22,2.07,19.66,5.43,0.492,0.143,0.78,0.59,3053,81,0.021,,Physicochemical,Fail
SPL-2026-0040,B-260323-4,Cracker Filled,2026-03-23,2.42,20.08,5.7,0.505,0.044,1.71,1.75,651,603,0.075,0.021,None,Pass
SPL-2026-0987,B-260323-6,Cracker Filled,2026-03-23,3.22,19.48,3.94,0.528,0.086,1.7,1.68,445,360,0.012,0.137,Physicochemical,Fail
SPL-2026-0603,B-260323-7,Cookies Choco Chip,2026-03-23,3.87,15.72,4.94,0.673,0.092,,1.09,107292,5966,0.311,0.014,Microbiological,Fail
SPL-2026-0971,B-260324-5,Sandwich Biscuit,2026-03-24,2.08,17.81,4.09,0.389,0.006,1.74,1.52,186,57,0.15,0.018,Physicochemical,Fail
SPL-2026-0933,B-260327-2,Marie Biscuit,2026-03-27,1.94,14.24,3.91,0.401,0.065,1.17,0.7,120,272,0.041,0.024,Physicochemical,Fail
SPL-2026-0097,B-260328-8,Marie Biscuit,2026-03-28,2.87,17.26,7.08,,0.042,0.86,1.45,4892,338,0.299,0.001,None,Pass
SPL-2026-0650,B-260328-3,Cookies Choco Chip,2026-03-28,3.81,18.1,7.47,0.569,0.009,0.46,0.64,1073,1252,0.081,0.004,None,Pass
SPL-2026-0080,B-260328-2,Cracker Filled,2026-03-28,5.12,15.15,7.6,0.729,0.016,0.11,0.13,19099,2760,0.151,0.012,Physicochemical,Fail
SPL-2026-0865,B-260328-1,Cookies Choco Chip,2026-03-28,1.22,14.73,6.53,,0.04,1.73,1.63,693,166,0.103,0.091,None,Pass
SPL-2026-0016,B-260329-3,Cookies Choco Chip,2026-03-29,,20.14,7.32,0.56,0.103,1.0,0.64,1518,1162,0.007,0.119,Physicochemical,Fail
SPL-2026-0125,B-260330-6,Cookies Choco Chip,2026-03-30,3.48,19.08,6.03,0.577,0.012,0.81,0.73,4944,2188,0.146,0.014,None,Pass
SPL-2026-0086,B-260330-6,Cracker Filled,2026-03-30,3.36,15.73,6.53,0.538,0.084,0.96,1.08,314,287,0.003,0.092,None,Pass
SPL-2026-0961,B-260330-8,Marie Biscuit,2026-03-30,1.74,22.05,8.01,0.407,0.001,,0.84,962,562,0.174,0.069,None,Pass
SPL-2026-0969,B-260330-6,Wafer Vanilla,2026-03-30,3.58,17.34,,0.629,0.003,1.57,1.76,1108,6869,0.641,0.256,Heavy_Metal,Fail
SPL-2026-0659,B-260330-6,Butter Biscuit,2026-03-30,3.82,15.53,5.37,0.569,0.027,0.2,0.78,1580,865,0.09,0.02,None,Pass
SPL-2026-0024,B-260331-5,Wafer Vanilla,2026-03-31,3.93,22.59,,0.603,0.022,1.41,1.11,2639,712,0.004,0.148,None,Pass
SPL-2026-0500,B-260331-8,Sandwich Biscuit,2026-03-31,3.01,15.1,5.05,,0.073,0.05,0.05,19174,2545,0.06,0.014,None,Pass
SPL-2026-0093,B-260401-7,Cookies Choco Chip,2026-04-01,3.02,21.62,5.4,0.509,0.003,0.97,1.21,1507,615,0.12,0.007,None,Pass
SPL-2026-0126,B-260401-3,Cracker Plain,2026-04-01,1.98,25.11,7.25,0.458,0.012,1.54,1.57,2962,354,,0.003,None,Pass
SPL-2026-0144,B-260402-5,Sandwich Biscuit,2026-04-02,2.18,23.1,7.39,0.452,,1.45,1.08,415,516,0.066,0.019,None,Pass
SPL-2026-0599,B-260402-8,Cracker Filled,2026-04-02,3.0,20.06,6.62,0.5,0.046,1.04,1.5,1197,242,0.001,0.045,None,Pass
SPL-2026-0844,B-260402-4,Butter Biscuit,2026-04-02,3.17,15.92,8.41,0.564,0.029,0.95,0.48,358,537,0.029,0.085,None,Pass
SPL-2026-0657,B-260403-1,Cookies Choco Chip,2026-04-03,3.66,21.94,7.79,0.56,,,0.26,311,505,0.046,0.002,None,Pass
SPL-2026-0163,B-260403-4,Sandwich Biscuit,2026-04-03,4.36,14.91,6.61,0.689,0.017,1.18,,1534,1111,,0.009,None,Pass
SPL-2026-0863,B-260403-7,Butter Biscuit,2026-04-03,,12.77,5.45,,,1.4,1.48,1525,1646,0.116,0.023,Physicochemical,Fail
SPL-2026-0884,B-260403-1,Marie Biscuit,2026-04-03,3.41,16.3,,0.58,0.003,1.29,0.54,1509,1131,0.39,,Physicochemical,Fail
SPL-2026-0548,B-260404-5,Cracker Filled,2026-04-04,2.49,19.64,7.18,0.506,0.104,0.83,0.83,1904,477,0.013,0.046,Physicochemical,Fail
SPL-2026-0896,B-260405-5,Cracker Filled,2026-04-05,1.41,15.37,7.89,0.296,0.203,1.05,0.27,116,379,0.023,0.051,Physicochemical,Fail
SPL-2026-0007,B-260405-4,Butter Biscuit,2026-04-05,2.31,22.77,6.48,0.445,0.01,1.13,,1816,1009,0.05,0.012,None,Pass
SPL-2026-0158,B-260405-6,Cracker Plain,2026-04-05,1.82,15.55,4.9,0.442,0.062,1.58,1.26,198,231,,0.017,None,Pass
SPL-2026-0856,B-260406-1,Cookies Choco Chip,2026-04-06,3.97,17.82,,0.633,0.006,0.33,0.77,1712,2699,0.019,0.107,None,Pass
SPL-2026-0465,B-260406-4,Butter Biscuit,2026-04-06,3.54,18.04,4.24,0.549,0.033,0.46,0.12,4438,768,0.009,0.03,Physicochemical,Fail
SPL-2026-0314,B-260406-1,Marie Biscuit,2026-04-06,,19.91,7.55,0.723,0.028,0.38,0.59,69364,8287,0.318,0.005,Physicochemical,Fail
SPL-2026-0552,B-260406-3,Sandwich Biscuit,2026-04-06,5.38,18.9,4.47,0.723,0.03,0.79,0.92,3798,4158,0.212,0.217,Heavy_Metal,Fail
SPL-2026-0150,B-260406-7,Butter Biscuit,2026-04-06,3.22,17.86,5.81,0.5,0.01,0.05,0.4,5790,1975,0.124,0.001,None,Pass
